label,Genefamily,Value
Pseudonaja textilis,OG0000122,decreased
61,OG0000122,none
Eublepharis macularius,OG0000122,decreased
69,OG0000122,decreased
Sphenodon punctatus,OG0000122,none
75,OG0000122,decreased
Sus scrofa,OG0000122,none
17,OG0000122,none
Balaenoptera musculus,OG0000122,none
26,OG0000122,none
Ceratotherium simum,OG0000122,none
37,OG0000122,none
Desmodus rotundus,OG0000122,none
46,OG0000122,none
Gorilla gorilla,OG0000122,none
24,OG0000122,none
Tupaia chinensis,OG0000122,none
36,OG0000122,none
64,OG0000122,decreased
Nannosplalax galili,OG0000122,none
Elephas maximus,OG0000122,none
71,OG0000122,decreased
47,OG0000122,none
Choloepus didactylus,OG0000122,none
72,OG0000122,decreased
Sarcophilus harrisi,OG0000122,none
Ornithorhynchus anatinus,OG0000122,none
MRCA,OG0000122,none
Rana temporaria,OG0000122,increased
20,OG0000122,none
Nanorana parkeri,OG0000122,decreased
32,OG0000122,none
Bufo bufo,OG0000122,decreased
44,OG0000122,none
Leptobrachium leishanense,OG0000122,decreased
33,OG0000122,none
Spea bombifrons,OG0000122,increased
52,OG0000122,none
Xenopus Tropicalis,OG0000122,increased
45,OG0000122,increased
62,OG0000122,increased
Xenopus Laevis,OG0000122,decreased
70,OG0000122,increased
Bombina bombina,OG0000122,increased
Pleurodeles waltl,OG0000122,increased
74,OG0000122,increased
Microcaecilia unicolor,OG0000122,decreased
56,OG0000122,none
Geotrypetes seraphini,OG0000122,none
66,OG0000122,none
Rhinatrema bivittatum,OG0000122,increased
Aquila chrysaetos,OG0000183,none
3,OG0000183,none
Taeniopygia guttata,OG0000183,none
7,OG0000183,none
Nipponia nippon,OG0000183,none
11,OG0000183,none
Rissa tridactyla,OG0000183,none
19,OG0000183,none
Cuculus canorus,OG0000183,none
10,OG0000183,none
29,OG0000183,none
Apus apus,OG0000183,none
41,OG0000183,none
Columbalivia,OG0000183,none
Numida meleagris,OG0000183,none
48,OG0000183,decreased
Dromaius novaehollandiae,OG0000183,none
58,OG0000183,none
Alligator mississippiensis,OG0000183,none
68,OG0000183,none
Gopherus evgoodei,OG0000183,decreased
Varanus komodoensis,OG0000183,decreased
43,OG0000183,none
73,OG0000183,none
Pogona vitticeps,OG0000183,increased
51,OG0000183,none
Pseudonaja textilis,OG0000183,increased
61,OG0000183,increased
Eublepharis macularius,OG0000183,none
69,OG0000183,none
Sphenodon punctatus,OG0000183,decreased
75,OG0000183,decreased
Sus scrofa,OG0000183,none
17,OG0000183,none
Balaenoptera musculus,OG0000183,increased
26,OG0000183,increased
Ceratotherium simum,OG0000183,increased
37,OG0000183,none
Desmodus rotundus,OG0000183,decreased
46,OG0000183,none
Gorilla gorilla,OG0000183,increased
24,OG0000183,increased
Tupaia chinensis,OG0000183,none
36,OG0000183,none
64,OG0000183,none
Nannosplalax galili,OG0000183,decreased
Elephas maximus,OG0000183,none
71,OG0000183,decreased
47,OG0000183,none
Choloepus didactylus,OG0000183,none
72,OG0000183,none
Sarcophilus harrisi,OG0000183,decreased
Ornithorhynchus anatinus,OG0000183,decreased
MRCA,OG0000183,none
Rana temporaria,OG0000183,none
20,OG0000183,decreased
Nanorana parkeri,OG0000183,decreased
32,OG0000183,none
Bufo bufo,OG0000183,increased
44,OG0000183,none
Leptobrachium leishanense,OG0000183,increased
33,OG0000183,none
Spea bombifrons,OG0000183,decreased
52,OG0000183,none
Xenopus Tropicalis,OG0000183,none
45,OG0000183,decreased
62,OG0000183,none
Xenopus Laevis,OG0000183,none
70,OG0000183,increased
Bombina bombina,OG0000183,increased
Pleurodeles waltl,OG0000183,increased
74,OG0000183,increased
Microcaecilia unicolor,OG0000183,decreased
56,OG0000183,increased
Geotrypetes seraphini,OG0000183,increased
66,OG0000183,none
Rhinatrema bivittatum,OG0000183,decreased
Aquila chrysaetos,OG0000209,none
3,OG0000209,none
Taeniopygia guttata,OG0000209,none
7,OG0000209,decreased
Nipponia nippon,OG0000209,none
11,OG0000209,none
Rissa tridactyla,OG0000209,none
19,OG0000209,none
Cuculus canorus,OG0000209,none
10,OG0000209,none
29,OG0000209,none
Apus apus,OG0000209,decreased
41,OG0000209,none
Columbalivia,OG0000209,none
Numida meleagris,OG0000209,decreased
48,OG0000209,decreased
Dromaius novaehollandiae,OG0000209,decreased
58,OG0000209,decreased
Alligator mississippiensis,OG0000209,decreased
68,OG0000209,increased
Gopherus evgoodei,OG0000209,increased
Varanus komodoensis,OG0000209,none
43,OG0000209,decreased
73,OG0000209,none
Pogona vitticeps,OG0000209,none
51,OG0000209,decreased
Pseudonaja textilis,OG0000209,none
61,OG0000209,none
Eublepharis macularius,OG0000209,increased
69,OG0000209,none
Sphenodon punctatus,OG0000209,decreased
75,OG0000209,decreased
Sus scrofa,OG0000209,none
17,OG0000209,none
Balaenoptera musculus,OG0000209,increased
26,OG0000209,none
Ceratotherium simum,OG0000209,none
37,OG0000209,none
Desmodus rotundus,OG0000209,decreased
46,OG0000209,none
Gorilla gorilla,OG0000209,none
24,OG0000209,none
Tupaia chinensis,OG0000209,none
36,OG0000209,none
64,OG0000209,increased
Nannosplalax galili,OG0000209,none
Elephas maximus,OG0000209,none
71,OG0000209,increased
47,OG0000209,none
Choloepus didactylus,OG0000209,none
72,OG0000209,decreased
Sarcophilus harrisi,OG0000209,none
Ornithorhynchus anatinus,OG0000209,none
MRCA,OG0000209,none
Rana temporaria,OG0000209,increased
20,OG0000209,none
Nanorana parkeri,OG0000209,decreased
32,OG0000209,increased
Bufo bufo,OG0000209,increased
44,OG0000209,none
Leptobrachium leishanense,OG0000209,decreased
33,OG0000209,none
Spea bombifrons,OG0000209,increased
52,OG0000209,none
Xenopus Tropicalis,OG0000209,decreased
45,OG0000209,decreased
62,OG0000209,increased
Xenopus Laevis,OG0000209,increased
70,OG0000209,none
Bombina bombina,OG0000209,increased
Pleurodeles waltl,OG0000209,increased
74,OG0000209,increased
Microcaecilia unicolor,OG0000209,decreased
56,OG0000209,none
Geotrypetes seraphini,OG0000209,increased
66,OG0000209,decreased
Rhinatrema bivittatum,OG0000209,none
Aquila chrysaetos,OG0000212,none
3,OG0000212,none
Taeniopygia guttata,OG0000212,none
7,OG0000212,none
Nipponia nippon,OG0000212,none
11,OG0000212,none
Rissa tridactyla,OG0000212,none
19,OG0000212,none
Cuculus canorus,OG0000212,none
10,OG0000212,none
29,OG0000212,none
Apus apus,OG0000212,none
41,OG0000212,none
Columbalivia,OG0000212,none
Numida meleagris,OG0000212,none
48,OG0000212,none
Dromaius novaehollandiae,OG0000212,none
58,OG0000212,none
Alligator mississippiensis,OG0000212,none
68,OG0000212,decreased
Gopherus evgoodei,OG0000212,none
Varanus komodoensis,OG0000212,none
43,OG0000212,none
73,OG0000212,decreased
Pogona vitticeps,OG0000212,increased
51,OG0000212,none
Pseudonaja textilis,OG0000212,decreased
61,OG0000212,none
Eublepharis macularius,OG0000212,none
69,OG0000212,none
Sphenodon punctatus,OG0000212,increased
75,OG0000212,decreased
Sus scrofa,OG0000212,decreased
17,OG0000212,none
Balaenoptera musculus,OG0000212,none
26,OG0000212,none
Ceratotherium simum,OG0000212,increased
37,OG0000212,none
Desmodus rotundus,OG0000212,decreased
46,OG0000212,none
Gorilla gorilla,OG0000212,increased
24,OG0000212,none
Tupaia chinensis,OG0000212,none
36,OG0000212,none
64,OG0000212,decreased
Nannosplalax galili,OG0000212,increased
Elephas maximus,OG0000212,decreased
71,OG0000212,none
47,OG0000212,none
Choloepus didactylus,OG0000212,increased
72,OG0000212,none
Sarcophilus harrisi,OG0000212,none
Ornithorhynchus anatinus,OG0000212,increased
MRCA,OG0000212,none
Rana temporaria,OG0000212,increased
20,OG0000212,increased
Nanorana parkeri,OG0000212,increased
32,OG0000212,increased
Bufo bufo,OG0000212,decreased
44,OG0000212,none
Leptobrachium leishanense,OG0000212,increased
33,OG0000212,none
Spea bombifrons,OG0000212,decreased
52,OG0000212,none
Xenopus Tropicalis,OG0000212,decreased
45,OG0000212,decreased
62,OG0000212,increased
Xenopus Laevis,OG0000212,increased
70,OG0000212,increased
Bombina bombina,OG0000212,increased
Pleurodeles waltl,OG0000212,increased
74,OG0000212,increased
Microcaecilia unicolor,OG0000212,none
56,OG0000212,none
Geotrypetes seraphini,OG0000212,decreased
66,OG0000212,none
Rhinatrema bivittatum,OG0000212,increased
Aquila chrysaetos,OG0000222,decreased
3,OG0000222,none
Taeniopygia guttata,OG0000222,decreased
7,OG0000222,none
Nipponia nippon,OG0000222,none
11,OG0000222,none
Rissa tridactyla,OG0000222,none
19,OG0000222,none
Cuculus canorus,OG0000222,none
10,OG0000222,none
29,OG0000222,none
Apus apus,OG0000222,decreased
41,OG0000222,none
Columbalivia,OG0000222,decreased
Numida meleagris,OG0000222,decreased
48,OG0000222,none
Dromaius novaehollandiae,OG0000222,decreased
58,OG0000222,none
Alligator mississippiensis,OG0000222,decreased
68,OG0000222,none
Gopherus evgoodei,OG0000222,decreased
Varanus komodoensis,OG0000222,decreased
43,OG0000222,none
73,OG0000222,none
Pogona vitticeps,OG0000222,none
51,OG0000222,none
Pseudonaja textilis,OG0000222,increased
61,OG0000222,increased
Eublepharis macularius,OG0000222,increased
69,OG0000222,none
Sphenodon punctatus,OG0000222,decreased
75,OG0000222,decreased
Sus scrofa,OG0000222,none
17,OG0000222,none
Balaenoptera musculus,OG0000222,none
26,OG0000222,none
Ceratotherium simum,OG0000222,none
37,OG0000222,decreased
Desmodus rotundus,OG0000222,none
46,OG0000222,none
Gorilla gorilla,OG0000222,none
24,OG0000222,none
Tupaia chinensis,OG0000222,decreased
36,OG0000222,none
64,OG0000222,none
Nannosplalax galili,OG0000222,decreased
Elephas maximus,OG0000222,none
71,OG0000222,none
47,OG0000222,decreased
Choloepus didactylus,OG0000222,none
72,OG0000222,none
Sarcophilus harrisi,OG0000222,increased
Ornithorhynchus anatinus,OG0000222,none
MRCA,OG0000222,none
Rana temporaria,OG0000222,increased
20,OG0000222,increased
Nanorana parkeri,OG0000222,none
32,OG0000222,increased
Bufo bufo,OG0000222,none
44,OG0000222,none
Leptobrachium leishanense,OG0000222,none
33,OG0000222,decreased
Spea bombifrons,OG0000222,decreased
52,OG0000222,none
Xenopus Tropicalis,OG0000222,decreased
45,OG0000222,increased
62,OG0000222,increased
Xenopus Laevis,OG0000222,increased
70,OG0000222,increased
Bombina bombina,OG0000222,decreased
Pleurodeles waltl,OG0000222,increased
74,OG0000222,increased
Microcaecilia unicolor,OG0000222,increased
56,OG0000222,decreased
Geotrypetes seraphini,OG0000222,decreased
66,OG0000222,none
Rhinatrema bivittatum,OG0000222,none
Aquila chrysaetos,OG0000231,none
3,OG0000231,none
Taeniopygia guttata,OG0000231,none
7,OG0000231,none
Nipponia nippon,OG0000231,none
11,OG0000231,none
Rissa tridactyla,OG0000231,none
19,OG0000231,none
Cuculus canorus,OG0000231,none
10,OG0000231,none
29,OG0000231,none
Apus apus,OG0000231,none
41,OG0000231,none
Columbalivia,OG0000231,none
Numida meleagris,OG0000231,none
48,OG0000231,none
Dromaius novaehollandiae,OG0000231,none
58,OG0000231,none
Alligator mississippiensis,OG0000231,none
68,OG0000231,decreased
Gopherus evgoodei,OG0000231,none
Varanus komodoensis,OG0000231,none
43,OG0000231,none
73,OG0000231,none
Pogona vitticeps,OG0000231,none
51,OG0000231,decreased
Pseudonaja textilis,OG0000231,none
61,OG0000231,none
Eublepharis macularius,OG0000231,increased
69,OG0000231,none
Sphenodon punctatus,OG0000231,decreased
75,OG0000231,decreased
Sus scrofa,OG0000231,none
17,OG0000231,none
Balaenoptera musculus,OG0000231,none
26,OG0000231,none
Ceratotherium simum,OG0000231,none
37,OG0000231,none
Desmodus rotundus,OG0000231,none
46,OG0000231,none
Gorilla gorilla,OG0000231,none
24,OG0000231,none
Tupaia chinensis,OG0000231,none
36,OG0000231,none
64,OG0000231,decreased
Nannosplalax galili,OG0000231,none
Elephas maximus,OG0000231,none
71,OG0000231,none
47,OG0000231,none
Choloepus didactylus,OG0000231,none
72,OG0000231,decreased
Sarcophilus harrisi,OG0000231,none
Ornithorhynchus anatinus,OG0000231,none
MRCA,OG0000231,none
Rana temporaria,OG0000231,increased
20,OG0000231,none
Nanorana parkeri,OG0000231,decreased
32,OG0000231,decreased
Bufo bufo,OG0000231,decreased
44,OG0000231,none
Leptobrachium leishanense,OG0000231,increased
33,OG0000231,none
Spea bombifrons,OG0000231,decreased
52,OG0000231,none
Xenopus Tropicalis,OG0000231,decreased
45,OG0000231,increased
62,OG0000231,none
Xenopus Laevis,OG0000231,increased
70,OG0000231,increased
Bombina bombina,OG0000231,decreased
Pleurodeles waltl,OG0000231,increased
74,OG0000231,increased
Microcaecilia unicolor,OG0000231,decreased
56,OG0000231,none
Geotrypetes seraphini,OG0000231,none
66,OG0000231,none
Rhinatrema bivittatum,OG0000231,increased
Aquila chrysaetos,OG0000288,none
3,OG0000288,none
Taeniopygia guttata,OG0000288,none
7,OG0000288,none
Nipponia nippon,OG0000288,none
11,OG0000288,none
Rissa tridactyla,OG0000288,none
19,OG0000288,none
Cuculus canorus,OG0000288,none
10,OG0000288,none
29,OG0000288,none
Apus apus,OG0000288,none
41,OG0000288,none
Columbalivia,OG0000288,none
Numida meleagris,OG0000288,none
48,OG0000288,decreased
Dromaius novaehollandiae,OG0000288,none
58,OG0000288,none
Alligator mississippiensis,OG0000288,increased
68,OG0000288,decreased
Gopherus evgoodei,OG0000288,none
Varanus komodoensis,OG0000288,decreased
43,OG0000288,none
73,OG0000288,none
Pogona vitticeps,OG0000288,increased
51,OG0000288,none
Pseudonaja textilis,OG0000288,decreased
61,OG0000288,none
Eublepharis macularius,OG0000288,none
69,OG0000288,none
Sphenodon punctatus,OG0000288,decreased
75,OG0000288,decreased
Sus scrofa,OG0000288,none
17,OG0000288,none
Balaenoptera musculus,OG0000288,none
26,OG0000288,none
Ceratotherium simum,OG0000288,none
37,OG0000288,none
Desmodus rotundus,OG0000288,none
46,OG0000288,none
Gorilla gorilla,OG0000288,none
24,OG0000288,none
Tupaia chinensis,OG0000288,none
36,OG0000288,none
64,OG0000288,decreased
Nannosplalax galili,OG0000288,none
Elephas maximus,OG0000288,none
71,OG0000288,increased
47,OG0000288,none
Choloepus didactylus,OG0000288,none
72,OG0000288,decreased
Sarcophilus harrisi,OG0000288,none
Ornithorhynchus anatinus,OG0000288,none
MRCA,OG0000288,none
Rana temporaria,OG0000288,increased
20,OG0000288,decreased
Nanorana parkeri,OG0000288,decreased
32,OG0000288,increased
Bufo bufo,OG0000288,increased
44,OG0000288,none
Leptobrachium leishanense,OG0000288,increased
33,OG0000288,none
Spea bombifrons,OG0000288,decreased
52,OG0000288,none
Xenopus Tropicalis,OG0000288,decreased
45,OG0000288,decreased
62,OG0000288,increased
Xenopus Laevis,OG0000288,increased
70,OG0000288,increased
Bombina bombina,OG0000288,increased
Pleurodeles waltl,OG0000288,increased
74,OG0000288,increased
Microcaecilia unicolor,OG0000288,decreased
56,OG0000288,none
Geotrypetes seraphini,OG0000288,increased
66,OG0000288,none
Rhinatrema bivittatum,OG0000288,increased
Aquila chrysaetos,OG0000316,none
3,OG0000316,none
Taeniopygia guttata,OG0000316,none
7,OG0000316,none
Nipponia nippon,OG0000316,none
11,OG0000316,none
Rissa tridactyla,OG0000316,none
19,OG0000316,none
Cuculus canorus,OG0000316,none
10,OG0000316,none
29,OG0000316,none
Apus apus,OG0000316,none
41,OG0000316,none
Columbalivia,OG0000316,none
Numida meleagris,OG0000316,none
48,OG0000316,none
Dromaius novaehollandiae,OG0000316,none
58,OG0000316,none
Alligator mississippiensis,OG0000316,none
68,OG0000316,none
Gopherus evgoodei,OG0000316,increased
Varanus komodoensis,OG0000316,none
43,OG0000316,none
73,OG0000316,none
Pogona vitticeps,OG0000316,none
51,OG0000316,none
Pseudonaja textilis,OG0000316,none
61,OG0000316,none
Eublepharis macularius,OG0000316,none
69,OG0000316,none
Sphenodon punctatus,OG0000316,none
75,OG0000316,decreased
Sus scrofa,OG0000316,none
17,OG0000316,none
Balaenoptera musculus,OG0000316,none
26,OG0000316,none
Ceratotherium simum,OG0000316,none
37,OG0000316,none
Desmodus rotundus,OG0000316,none
46,OG0000316,none
Gorilla gorilla,OG0000316,none
24,OG0000316,none
Tupaia chinensis,OG0000316,none
36,OG0000316,none
64,OG0000316,none
Nannosplalax galili,OG0000316,none
Elephas maximus,OG0000316,none
71,OG0000316,increased
47,OG0000316,none
Choloepus didactylus,OG0000316,none
72,OG0000316,none
Sarcophilus harrisi,OG0000316,none
Ornithorhynchus anatinus,OG0000316,none
MRCA,OG0000316,none
Rana temporaria,OG0000316,increased
20,OG0000316,increased
Nanorana parkeri,OG0000316,decreased
32,OG0000316,none
Bufo bufo,OG0000316,decreased
44,OG0000316,none
Leptobrachium leishanense,OG0000316,increased
33,OG0000316,none
Spea bombifrons,OG0000316,decreased
52,OG0000316,none
Xenopus Tropicalis,OG0000316,decreased
45,OG0000316,increased
62,OG0000316,increased
Xenopus Laevis,OG0000316,increased
70,OG0000316,none
Bombina bombina,OG0000316,increased
Pleurodeles waltl,OG0000316,decreased
74,OG0000316,increased
Microcaecilia unicolor,OG0000316,increased
56,OG0000316,none
Geotrypetes seraphini,OG0000316,decreased
66,OG0000316,none
Rhinatrema bivittatum,OG0000316,increased
Aquila chrysaetos,OG0000780,none
3,OG0000780,none
Taeniopygia guttata,OG0000780,none
7,OG0000780,none
Nipponia nippon,OG0000780,none
11,OG0000780,decreased
Rissa tridactyla,OG0000780,none
19,OG0000780,none
Cuculus canorus,OG0000780,increased
10,OG0000780,none
29,OG0000780,none
Apus apus,OG0000780,decreased
41,OG0000780,none
Columbalivia,OG0000780,decreased
Numida meleagris,OG0000780,increased
48,OG0000780,none
Dromaius novaehollandiae,OG0000780,decreased
58,OG0000780,none
Alligator mississippiensis,OG0000780,none
68,OG0000780,none
Gopherus evgoodei,OG0000780,decreased
Varanus komodoensis,OG0000780,decreased
43,OG0000780,none
73,OG0000780,none
Pogona vitticeps,OG0000780,none
51,OG0000780,none
Pseudonaja textilis,OG0000780,decreased
61,OG0000780,increased
Eublepharis macularius,OG0000780,increased
69,OG0000780,none
Sphenodon punctatus,OG0000780,decreased
75,OG0000780,decreased
Sus scrofa,OG0000780,none
17,OG0000780,none
Balaenoptera musculus,OG0000780,none
26,OG0000780,none
Ceratotherium simum,OG0000780,none
37,OG0000780,none
Desmodus rotundus,OG0000780,none
46,OG0000780,none
Gorilla gorilla,OG0000780,none
24,OG0000780,none
Tupaia chinensis,OG0000780,none
36,OG0000780,none
64,OG0000780,none
Nannosplalax galili,OG0000780,none
Elephas maximus,OG0000780,none
71,OG0000780,increased
47,OG0000780,none
Choloepus didactylus,OG0000780,none
72,OG0000780,decreased
Sarcophilus harrisi,OG0000780,none
Ornithorhynchus anatinus,OG0000780,none
MRCA,OG0000780,none
Rana temporaria,OG0000780,increased
20,OG0000780,none
Nanorana parkeri,OG0000780,decreased
32,OG0000780,none
Bufo bufo,OG0000780,none
44,OG0000780,decreased
Leptobrachium leishanense,OG0000780,decreased
33,OG0000780,none
Spea bombifrons,OG0000780,none
52,OG0000780,none
Xenopus Tropicalis,OG0000780,decreased
45,OG0000780,none
62,OG0000780,none
Xenopus Laevis,OG0000780,increased
70,OG0000780,none
Bombina bombina,OG0000780,increased
Pleurodeles waltl,OG0000780,increased
74,OG0000780,increased
Microcaecilia unicolor,OG0000780,decreased
56,OG0000780,none
Geotrypetes seraphini,OG0000780,increased
66,OG0000780,none
Rhinatrema bivittatum,OG0000780,none
Aquila chrysaetos,OG0000999,none
3,OG0000999,none
Taeniopygia guttata,OG0000999,none
7,OG0000999,none
Nipponia nippon,OG0000999,none
11,OG0000999,none
Rissa tridactyla,OG0000999,none
19,OG0000999,none
Cuculus canorus,OG0000999,none
10,OG0000999,none
29,OG0000999,none
Apus apus,OG0000999,none
41,OG0000999,none
Columbalivia,OG0000999,none
Numida meleagris,OG0000999,none
48,OG0000999,none
Dromaius novaehollandiae,OG0000999,none
58,OG0000999,none
Alligator mississippiensis,OG0000999,none
68,OG0000999,decreased
Gopherus evgoodei,OG0000999,none
Varanus komodoensis,OG0000999,none
43,OG0000999,none
73,OG0000999,none
Pogona vitticeps,OG0000999,increased
51,OG0000999,none
Pseudonaja textilis,OG0000999,decreased
61,OG0000999,none
Eublepharis macularius,OG0000999,none
69,OG0000999,none
Sphenodon punctatus,OG0000999,decreased
75,OG0000999,decreased
Sus scrofa,OG0000999,none
17,OG0000999,none
Balaenoptera musculus,OG0000999,none
26,OG0000999,none
Ceratotherium simum,OG0000999,none
37,OG0000999,none
Desmodus rotundus,OG0000999,none
46,OG0000999,none
Gorilla gorilla,OG0000999,none
24,OG0000999,none
Tupaia chinensis,OG0000999,none
36,OG0000999,none
64,OG0000999,decreased
Nannosplalax galili,OG0000999,none
Elephas maximus,OG0000999,none
71,OG0000999,increased
47,OG0000999,none
Choloepus didactylus,OG0000999,none
72,OG0000999,decreased
Sarcophilus harrisi,OG0000999,none
Ornithorhynchus anatinus,OG0000999,none
MRCA,OG0000999,none
Rana temporaria,OG0000999,increased
20,OG0000999,increased
Nanorana parkeri,OG0000999,none
32,OG0000999,increased
Bufo bufo,OG0000999,none
44,OG0000999,none
Leptobrachium leishanense,OG0000999,increased
33,OG0000999,none
Spea bombifrons,OG0000999,decreased
52,OG0000999,none
Xenopus Tropicalis,OG0000999,none
45,OG0000999,decreased
62,OG0000999,increased
Xenopus Laevis,OG0000999,none
70,OG0000999,none
Bombina bombina,OG0000999,increased
Pleurodeles waltl,OG0000999,decreased
74,OG0000999,increased
Microcaecilia unicolor,OG0000999,none
56,OG0000999,none
Geotrypetes seraphini,OG0000999,decreased
66,OG0000999,none
Rhinatrema bivittatum,OG0000999,increased
Aquila chrysaetos,OG0001255,none
3,OG0001255,none
Taeniopygia guttata,OG0001255,none
7,OG0001255,none
Nipponia nippon,OG0001255,none
11,OG0001255,none
Rissa tridactyla,OG0001255,none
19,OG0001255,none
Cuculus canorus,OG0001255,none
10,OG0001255,none
29,OG0001255,none
Apus apus,OG0001255,none
41,OG0001255,none
Columbalivia,OG0001255,none
Numida meleagris,OG0001255,none
48,OG0001255,none
Dromaius novaehollandiae,OG0001255,none
58,OG0001255,none
Alligator mississippiensis,OG0001255,none
68,OG0001255,none
Gopherus evgoodei,OG0001255,none
Varanus komodoensis,OG0001255,none
43,OG0001255,none
73,OG0001255,none
Pogona vitticeps,OG0001255,none
51,OG0001255,none
Pseudonaja textilis,OG0001255,none
61,OG0001255,none
Eublepharis macularius,OG0001255,none
69,OG0001255,none
Sphenodon punctatus,OG0001255,none
75,OG0001255,decreased
Sus scrofa,OG0001255,none
17,OG0001255,none
Balaenoptera musculus,OG0001255,none
26,OG0001255,none
Ceratotherium simum,OG0001255,none
37,OG0001255,none
Desmodus rotundus,OG0001255,none
46,OG0001255,none
Gorilla gorilla,OG0001255,none
24,OG0001255,none
Tupaia chinensis,OG0001255,none
36,OG0001255,none
64,OG0001255,none
Nannosplalax galili,OG0001255,none
Elephas maximus,OG0001255,none
71,OG0001255,none
47,OG0001255,none
Choloepus didactylus,OG0001255,none
72,OG0001255,none
Sarcophilus harrisi,OG0001255,none
Ornithorhynchus anatinus,OG0001255,none
MRCA,OG0001255,none
Rana temporaria,OG0001255,increased
20,OG0001255,none
Nanorana parkeri,OG0001255,decreased
32,OG0001255,none
Bufo bufo,OG0001255,increased
44,OG0001255,none
Leptobrachium leishanense,OG0001255,none
33,OG0001255,decreased
Spea bombifrons,OG0001255,decreased
52,OG0001255,none
Xenopus Tropicalis,OG0001255,none
45,OG0001255,increased
62,OG0001255,increased
Xenopus Laevis,OG0001255,increased
70,OG0001255,none
Bombina bombina,OG0001255,increased
Pleurodeles waltl,OG0001255,increased
74,OG0001255,increased
Microcaecilia unicolor,OG0001255,none
56,OG0001255,none
Geotrypetes seraphini,OG0001255,decreased
66,OG0001255,decreased
Rhinatrema bivittatum,OG0001255,increased